AccidentID,DateTime,County,WeatherCondition,RoadCondition,VehicleType,SeverityLevel,NumberOfVehicles,NumberOfInjuries,Cause,Junction,Traffic_Signal,Bump
A08084,6/3/2023 16:16,The Bronx,Sunny,Dry,Motorcycle,Moderate,4,6,Poor Road Condition,FALSE,FALSE,TRUE
A08085,1/2/2023 11:31,Manhattan,Sunny,Under Construction,Truck,Minor,3,1,Drunk Driving,FALSE,TRUE,FALSE
A08086,8/25/2023 2:20,Staten Island,Sunny,Dry,Bus,Moderate,2,3,Drunk Driving,FALSE,FALSE,TRUE
A08087,3/3/2023 9:53,Queens,Foggy,Wet,Bus,Severe,3,8,Speeding,FALSE,FALSE,FALSE
A08088,7/19/2023 15:21,Queens,Foggy,Wet,Truck,Moderate,2,5,Distracted Driving,FALSE,FALSE,TRUE
A08089,7/1/2023 6:56,Manhattan,Foggy,Dry,Truck,Moderate,2,1,Drunk Driving,FALSE,TRUE,FALSE
A08090,3/13/2023 23:19,The Bronx,Rainy,,Bus,Moderate,1,9,Distracted Driving,FALSE,FALSE,FALSE
A08091,7/5/2023 18:11,Staten Island,Sunny,Wet,Car,Moderate,1,4,Speeding,FALSE,FALSE,FALSE
A08092,4/5/2023 5:31,Staten Island,Rainy,Wet,Bus,Moderate,2,4,Speeding,TRUE,TRUE,TRUE
A08093,11/23/2023 12:42,Queens,Sunny,Wet,Motorcycle,Severe,4,8,Distracted Driving,TRUE,FALSE,FALSE
A08094,1/19/2023 16:44,The Bronx,Sunny,Under Construction,Motorcycle,Moderate,1,7,Distracted Driving,FALSE,FALSE,TRUE
A08095,8/8/2023 12:32,Staten Island,Foggy,Dry,Car,Moderate,1,5,Poor Road Condition,TRUE,FALSE,FALSE
A08096,1/22/2023 20:20,Queens,Sunny,Under Construction,Motorcycle,Moderate,1,5,Poor Road Condition,FALSE,FALSE,FALSE
A08097,2/17/2023 11:52,Manhattan,Sunny,,Bus,Minor,1,4,Drunk Driving,FALSE,TRUE,FALSE
A08098,8/3/2023 7:02,Staten Island,Sunny,Dry,Bus,Moderate,2,1,Poor Road Condition,FALSE,FALSE,FALSE
A08099,6/19/2023 18:07,Queens,Snowy,Wet,Car,Moderate,4,1,Distracted Driving,FALSE,FALSE,FALSE
A08100,8/10/2023 19:33,Queens,Rainy,Under Construction,Motorcycle,Moderate,2,3,Speeding,FALSE,FALSE,FALSE
A08101,4/12/2023 20:43,Staten Island,Sunny,Wet,Truck,Severe,2,0,Speeding,FALSE,FALSE,FALSE
A08102,4/25/2023 11:10,Queens,Snowy,Wet,Truck,Minor,3,1,Speeding,FALSE,FALSE,FALSE
A08103,9/29/2023 2:50,Queens,Snowy,Wet,Motorcycle,Moderate,1,6,Speeding,FALSE,FALSE,FALSE
A08104,6/6/2023 8:06,Brooklyn,Sunny,Wet,Bus,Moderate,2,9,Drunk Driving,FALSE,FALSE,FALSE
A08105,9/2/2023 2:03,Queens,,Wet,Car,Moderate,1,5,Speeding,FALSE,FALSE,FALSE
A08106,4/2/2023 14:15,The Bronx,Sunny,Under Construction,Truck,Minor,1,9,Distracted Driving,FALSE,TRUE,FALSE
A08107,9/6/2023 22:23,Manhattan,Sunny,Wet,Car,Moderate,3,9,Speeding,FALSE,FALSE,FALSE
A08108,6/28/2023 4:53,Manhattan,Sunny,Wet,Motorcycle,Moderate,2,0,Poor Road Condition,FALSE,FALSE,FALSE
A08109,3/13/2023 20:14,Manhattan,Rainy,Dry,Bus,Minor,1,7,Drunk Driving,FALSE,FALSE,TRUE
A08110,9/28/2023 12:35,Brooklyn,Sunny,Dry,Motorcycle,Moderate,3,8,Speeding,TRUE,TRUE,FALSE
A08111,1/11/2023 21:24,Brooklyn,Sunny,,Truck,Moderate,1,6,Speeding,FALSE,FALSE,FALSE
A08112,9/14/2023 22:18,The Bronx,Foggy,Wet,Bus,,1,5,Poor Road Condition,TRUE,TRUE,FALSE
A08113,7/18/2023 0:03,Manhattan,Sunny,,Bus,Minor,1,2,Poor Road Condition,FALSE,FALSE,FALSE
A08114,3/20/2023 9:09,The Bronx,,,Truck,Severe,1,8,Poor Road Condition,TRUE,FALSE,TRUE
A08115,1/15/2023 22:38,Manhattan,Sunny,Wet,Motorcycle,Minor,1,0,Drunk Driving,FALSE,FALSE,FALSE
A08116,9/9/2023 9:01,Staten Island,Rainy,,Truck,Moderate,2,6,Poor Road Condition,FALSE,TRUE,TRUE
A08117,8/13/2023 7:26,Queens,,Wet,Car,Moderate,1,2,Distracted Driving,TRUE,FALSE,TRUE
A08118,10/10/2023 14:11,The Bronx,Sunny,Under Construction,Bus,Severe,1,3,Distracted Driving,TRUE,FALSE,FALSE
A08119,10/23/2023 17:56,Manhattan,Sunny,Dry,Car,Moderate,2,1,Distracted Driving,TRUE,TRUE,FALSE
A08120,8/14/2023 8:40,Queens,Sunny,Dry,Bus,Minor,2,7,Distracted Driving,FALSE,FALSE,FALSE
A08121,7/12/2023 1:21,Brooklyn,Foggy,Under Construction,Car,Moderate,1,1,Speeding,TRUE,TRUE,FALSE
A08122,1/12/2023 20:50,Queens,Snowy,Dry,Motorcycle,Severe,1,5,Drunk Driving,FALSE,FALSE,FALSE
A08123,6/1/2023 3:06,Queens,Sunny,Wet,Motorcycle,Moderate,4,9,Distracted Driving,FALSE,TRUE,FALSE
A08124,6/11/2023 22:11,The Bronx,Sunny,Under Construction,Truck,Severe,1,8,Drunk Driving,FALSE,FALSE,FALSE
A08125,5/11/2023 12:00,Queens,Sunny,Under Construction,Car,Severe,1,3,Poor Road Condition,FALSE,FALSE,FALSE
A08126,6/20/2023 18:44,The Bronx,Sunny,Under Construction,Bus,Minor,2,7,Drunk Driving,TRUE,FALSE,FALSE
A08127,7/27/2023 14:23,The Bronx,Sunny,Dry,Bus,Moderate,2,8,Distracted Driving,FALSE,FALSE,FALSE
A08128,6/24/2023 23:18,Staten Island,Foggy,Dry,Motorcycle,Moderate,1,8,Speeding,FALSE,FALSE,FALSE
A08129,3/27/2023 19:16,Queens,Sunny,Wet,Bus,Severe,2,6,Poor Road Condition,FALSE,TRUE,FALSE
A08130,10/31/2023 9:54,Brooklyn,,Under Construction,Motorcycle,Severe,1,8,Speeding,TRUE,TRUE,FALSE
A08131,5/28/2023 8:25,Staten Island,Sunny,,Motorcycle,Moderate,3,1,Poor Road Condition,FALSE,FALSE,FALSE
A08132,8/27/2023 18:30,Queens,Sunny,Dry,Bus,Moderate,2,1,Poor Road Condition,TRUE,FALSE,FALSE
A08133,7/8/2023 23:01,The Bronx,Sunny,,Bus,Minor,3,3,Poor Road Condition,FALSE,FALSE,FALSE
A08134,5/28/2023 13:08,Queens,Sunny,Wet,Truck,Moderate,1,9,Distracted Driving,FALSE,FALSE,FALSE
A08135,7/17/2023 5:41,Manhattan,Foggy,Under Construction,Bus,Minor,4,5,Distracted Driving,TRUE,FALSE,FALSE
A08136,2/20/2023 23:45,Queens,Rainy,Under Construction,Bus,Minor,2,0,Drunk Driving,TRUE,FALSE,FALSE
A08137,5/19/2023 2:49,Queens,Snowy,,Truck,Moderate,1,4,Drunk Driving,FALSE,FALSE,FALSE
A08138,7/5/2023 19:20,Brooklyn,Sunny,Dry,Car,Moderate,2,6,Drunk Driving,FALSE,FALSE,FALSE
A08139,4/25/2023 2:13,Brooklyn,Sunny,Wet,Motorcycle,Minor,1,2,Distracted Driving,FALSE,FALSE,FALSE
A08140,4/27/2023 0:13,Staten Island,Snowy,Under Construction,Motorcycle,Minor,2,45,Drunk Driving,FALSE,FALSE,FALSE
A08141,3/15/2023 2:04,Brooklyn,Rainy,Under Construction,Truck,Moderate,1,7,Drunk Driving,FALSE,FALSE,FALSE
A08142,7/2/2023 20:11,Manhattan,Rainy,Wet,Bus,Severe,4,1,Drunk Driving,FALSE,FALSE,FALSE
A08143,6/27/2023 13:08,Staten Island,Sunny,Dry,Motorcycle,,1,6,Speeding,FALSE,FALSE,FALSE
A08144,5/5/2023 16:47,Staten Island,Sunny,Dry,Bus,Moderate,1,7,Drunk Driving,FALSE,TRUE,FALSE
A08145,5/14/2023 11:28,Brooklyn,Rainy,,Truck,Minor,1,6,Distracted Driving,FALSE,FALSE,FALSE
A08146,7/13/2023 19:54,Brooklyn,Sunny,Dry,Car,Moderate,1,1,Distracted Driving,FALSE,FALSE,FALSE
A08147,2/10/2023 22:36,Staten Island,Foggy,Dry,Truck,Moderate,2,3,Distracted Driving,FALSE,FALSE,TRUE
A08148,11/10/2023 6:29,Staten Island,Sunny,Dry,Truck,Severe,1,4,Distracted Driving,TRUE,FALSE,FALSE
A08149,4/26/2023 3:23,The Bronx,Sunny,Under Construction,Truck,Severe,2,5,Speeding,FALSE,FALSE,FALSE
A08150,2/28/2023 18:21,Staten Island,Sunny,Under Construction,Car,Moderate,2,9,Speeding,FALSE,FALSE,FALSE
A08151,1/22/2023 3:28,The Bronx,Sunny,Dry,Bus,Minor,1,7,Distracted Driving,TRUE,FALSE,FALSE
A08152,10/27/2023 13:55,The Bronx,Foggy,Under Construction,,Severe,2,2,Poor Road Condition,FALSE,FALSE,FALSE
A08153,6/22/2023 4:17,The Bronx,Sunny,Dry,Car,Severe,2,7,Distracted Driving,FALSE,TRUE,FALSE
A08154,10/30/2023 13:00,The Bronx,Sunny,Under Construction,Truck,Minor,2,8,Distracted Driving,TRUE,FALSE,FALSE
A08155,3/25/2023 7:26,Manhattan,,Under Construction,Car,Minor,1,5,Drunk Driving,FALSE,TRUE,FALSE
A08156,11/8/2023 17:57,Manhattan,Foggy,Dry,Truck,Moderate,1,8,Drunk Driving,FALSE,FALSE,FALSE
A08157,7/8/2023 18:05,Manhattan,Sunny,Under Construction,Truck,Severe,1,3,Distracted Driving,TRUE,TRUE,FALSE
A08158,10/27/2023 9:17,The Bronx,Sunny,Wet,Truck,Minor,4,6,Drunk Driving,TRUE,FALSE,FALSE
A08159,6/20/2023 17:55,Queens,Foggy,Dry,Car,Moderate,1,7,Distracted Driving,FALSE,FALSE,FALSE
A08160,2/9/2023 16:42,Queens,Sunny,Under Construction,Motorcycle,Moderate,3,2,Distracted Driving,FALSE,FALSE,FALSE
A08161,8/16/2023 19:53,Brooklyn,Foggy,,Bus,Moderate,4,4,Distracted Driving,FALSE,FALSE,FALSE
A08162,1/22/2023 6:16,Brooklyn,Rainy,Wet,Truck,Severe,1,7,Distracted Driving,FALSE,TRUE,TRUE
A08163,4/25/2023 17:23,Queens,Foggy,Under Construction,Motorcycle,Moderate,1,2,Speeding,FALSE,FALSE,TRUE
A08164,11/25/2023 10:20,The Bronx,Sunny,Under Construction,Truck,Moderate,2,6,Distracted Driving,FALSE,FALSE,FALSE
A08165,10/11/2023 0:31,Staten Island,Sunny,Dry,Car,Moderate,1,8,Drunk Driving,FALSE,FALSE,FALSE
A08166,3/4/2023 9:38,Staten Island,Sunny,Dry,Bus,Minor,1,8,Distracted Driving,TRUE,FALSE,FALSE
A08167,11/13/2023 16:34,Manhattan,Foggy,Wet,Truck,Minor,4,1,Distracted Driving,FALSE,FALSE,FALSE
A08168,11/29/2023 9:12,Manhattan,Rainy,Dry,Motorcycle,Moderate,4,9,Drunk Driving,FALSE,FALSE,FALSE
A08169,5/3/2023 8:59,Staten Island,Snowy,Under Construction,Motorcycle,Moderate,2,5,Speeding,FALSE,FALSE,FALSE
A08170,7/3/2023 15:18,Staten Island,Sunny,Wet,Car,Moderate,1,1,Drunk Driving,FALSE,FALSE,TRUE
A08171,7/14/2023 10:33,Brooklyn,Rainy,Wet,Bus,Moderate,1,2,Poor Road Condition,FALSE,FALSE,FALSE
A08172,7/21/2023 10:14,Staten Island,Foggy,Dry,Motorcycle,,3,6,Poor Road Condition,FALSE,FALSE,FALSE
A08173,11/23/2023 5:03,Staten Island,Snowy,Under Construction,Motorcycle,Moderate,1,8,Speeding,FALSE,FALSE,FALSE
A08174,1/28/2023 2:58,Staten Island,Sunny,Dry,Motorcycle,Severe,3,8,Drunk Driving,FALSE,FALSE,TRUE
A08175,11/23/2023 0:20,The Bronx,Foggy,Dry,Car,Moderate,1,1,Drunk Driving,FALSE,FALSE,FALSE
A08176,7/23/2023 6:57,The Bronx,Sunny,Wet,Car,Minor,2,2,Drunk Driving,TRUE,FALSE,FALSE
A08177,11/5/2023 16:28,Brooklyn,Snowy,Under Construction,Bus,Minor,2,6,Speeding,FALSE,FALSE,FALSE
A08178,6/22/2023 7:44,The Bronx,Rainy,Dry,Motorcycle,,2,6,Distracted Driving,FALSE,FALSE,FALSE
A08179,9/2/2023 9:32,Queens,Sunny,Dry,Bus,Moderate,4,2,Distracted Driving,FALSE,FALSE,FALSE
A08180,1/23/2023 6:35,Brooklyn,Sunny,Under Construction,Motorcycle,Severe,2,4,Distracted Driving,FALSE,FALSE,FALSE
A08181,2/2/2023 17:14,Staten Island,Rainy,Dry,Car,Severe,1,6,Drunk Driving,FALSE,FALSE,FALSE
A08182,8/14/2023 19:55,Queens,Sunny,Dry,Bus,Minor,2,2,Drunk Driving,FALSE,FALSE,FALSE
A08183,12/2/2023 23:30,Queens,Sunny,Under Construction,Car,Moderate,1,5,Distracted Driving,FALSE,FALSE,TRUE
A08184,1/30/2023 8:52,Queens,Sunny,Under Construction,Motorcycle,Moderate,2,8,Poor Road Condition,FALSE,FALSE,FALSE
A08185,6/5/2023 15:19,Brooklyn,Sunny,Dry,Truck,Moderate,2,6,Poor Road Condition,FALSE,FALSE,FALSE
A08186,1/21/2023 1:45,Manhattan,Foggy,Wet,Car,Severe,2,2,Distracted Driving,TRUE,FALSE,TRUE
A08187,12/2/2023 6:03,Manhattan,Sunny,Dry,Motorcycle,Severe,1,8,Speeding,FALSE,FALSE,FALSE
A08188,7/8/2023 15:13,Staten Island,Foggy,Wet,Truck,Moderate,1,5,Distracted Driving,TRUE,FALSE,FALSE
A08189,11/26/2023 20:23,The Bronx,Sunny,Dry,Bus,Moderate,2,9,Drunk Driving,FALSE,FALSE,FALSE
A08190,1/27/2023 5:02,Staten Island,Sunny,Dry,Bus,Minor,1,4,Poor Road Condition,FALSE,FALSE,FALSE
A08191,10/30/2023 8:17,Staten Island,Sunny,Dry,Car,Minor,4,3,Drunk Driving,FALSE,FALSE,FALSE
A08192,11/27/2023 9:40,The Bronx,Rainy,Dry,Bus,Minor,1,5,Poor Road Condition,TRUE,FALSE,FALSE
A08193,2/19/2023 14:11,Brooklyn,Rainy,Under Construction,Motorcycle,,1,0,Speeding,FALSE,FALSE,FALSE
A08194,1/5/2023 5:00,Manhattan,Snowy,,Motorcycle,Moderate,4,9,Speeding,TRUE,FALSE,FALSE
A08195,2/25/2023 4:32,Staten Island,Sunny,,Motorcycle,Moderate,3,4,Distracted Driving,FALSE,TRUE,FALSE
A08196,9/4/2023 3:14,Staten Island,Snowy,Wet,Bus,Moderate,1,5,Distracted Driving,TRUE,FALSE,FALSE
A08197,6/15/2023 6:57,The Bronx,Sunny,Dry,Truck,Moderate,1,5,Drunk Driving,FALSE,FALSE,FALSE
A08198,4/23/2023 20:58,Manhattan,Sunny,Dry,Car,Moderate,1,9,Drunk Driving,FALSE,FALSE,FALSE
A08199,4/25/2023 0:25,Staten Island,Rainy,Dry,Bus,Moderate,1,3,Speeding,FALSE,FALSE,FALSE
A08200,1/24/2023 10:52,Queens,Snowy,Under Construction,Truck,Moderate,1,3,Poor Road Condition,FALSE,FALSE,TRUE
A08201,8/5/2023 14:54,The Bronx,Foggy,Under Construction,Car,Moderate,4,3,Distracted Driving,TRUE,FALSE,FALSE
A08202,2/7/2023 14:55,The Bronx,Rainy,Under Construction,Car,Minor,2,6,Drunk Driving,FALSE,TRUE,FALSE
A08203,7/28/2023 21:26,Manhattan,Rainy,Under Construction,Bus,Moderate,1,0,Distracted Driving,FALSE,FALSE,FALSE
A08204,2/21/2023 1:49,Staten Island,Snowy,Dry,Car,Moderate,1,7,Distracted Driving,FALSE,FALSE,TRUE
A08205,9/21/2023 15:47,Manhattan,Sunny,Dry,Car,Moderate,2,3,Drunk Driving,FALSE,FALSE,FALSE
A08206,7/18/2023 23:28,Queens,Sunny,Dry,Truck,Moderate,1,5,Distracted Driving,FALSE,FALSE,FALSE
A08207,6/17/2023 18:54,Staten Island,Foggy,Wet,Motorcycle,Moderate,2,0,Distracted Driving,FALSE,FALSE,FALSE
A08208,11/6/2023 4:23,Manhattan,Snowy,Dry,Car,Moderate,1,2,Speeding,FALSE,FALSE,FALSE
A08209,8/30/2023 15:55,Staten Island,Sunny,Under Construction,Motorcycle,Moderate,2,7,Speeding,TRUE,FALSE,FALSE
A08210,1/22/2023 20:55,Brooklyn,Sunny,Wet,Car,Severe,2,5,Distracted Driving,FALSE,FALSE,FALSE
A08211,4/24/2023 5:53,Staten Island,Sunny,Wet,Truck,Moderate,2,3,Speeding,FALSE,FALSE,FALSE
A08212,7/13/2023 4:08,Staten Island,,Under Construction,Truck,Severe,3,4,Drunk Driving,FALSE,FALSE,TRUE
A08213,11/29/2023 7:03,Queens,Sunny,Wet,Bus,Moderate,2,4,Distracted Driving,FALSE,FALSE,TRUE
A08214,1/8/2023 1:16,The Bronx,Foggy,Wet,Bus,Moderate,1,5,Distracted Driving,TRUE,TRUE,FALSE
A08215,3/15/2023 20:40,The Bronx,Foggy,Wet,Bus,Moderate,2,6,Distracted Driving,TRUE,FALSE,FALSE
A08216,2/28/2023 11:53,Staten Island,Snowy,Dry,Car,Moderate,1,0,Distracted Driving,FALSE,FALSE,TRUE
A08217,6/8/2023 5:10,Brooklyn,Rainy,Wet,Motorcycle,Severe,1,8,Distracted Driving,FALSE,FALSE,FALSE
A08218,3/26/2023 17:20,Staten Island,Rainy,Under Construction,Truck,Moderate,3,1,Drunk Driving,FALSE,FALSE,FALSE
A08219,1/30/2023 8:17,Manhattan,Rainy,Wet,Bus,Moderate,1,8,Distracted Driving,FALSE,FALSE,FALSE
A08220,1/21/2023 2:25,Staten Island,Sunny,Wet,Car,Severe,1,2,Drunk Driving,FALSE,FALSE,FALSE
A08221,6/29/2023 9:06,Brooklyn,Sunny,Under Construction,Car,,1,6,Speeding,FALSE,FALSE,FALSE
A08222,3/27/2023 10:31,Brooklyn,Foggy,Dry,Motorcycle,Minor,4,1,Drunk Driving,FALSE,TRUE,FALSE
A08223,4/4/2023 7:30,The Bronx,Sunny,Under Construction,Car,Moderate,1,0,Drunk Driving,FALSE,FALSE,TRUE
A08224,1/22/2023 23:52,Staten Island,Sunny,Wet,Car,Moderate,3,7,Speeding,FALSE,FALSE,TRUE
A08225,1/17/2023 6:43,The Bronx,Foggy,Dry,Car,Moderate,1,0,Distracted Driving,FALSE,FALSE,FALSE
A08226,2/1/2023 22:28,Queens,Sunny,Wet,Bus,Moderate,1,6,Speeding,TRUE,FALSE,FALSE
A08227,11/10/2023 8:31,Queens,Sunny,Under Construction,Bus,Minor,1,0,Speeding,FALSE,FALSE,FALSE
A08228,7/3/2023 2:54,Queens,Foggy,Dry,Bus,Moderate,1,5,Speeding,FALSE,TRUE,TRUE
A08229,5/17/2023 22:37,Brooklyn,Rainy,Wet,Car,Minor,1,3,Drunk Driving,FALSE,FALSE,FALSE
A08230,5/13/2023 21:23,Manhattan,Foggy,Dry,Car,Moderate,2,0,Poor Road Condition,FALSE,FALSE,FALSE
A08231,5/22/2023 18:43,Manhattan,Sunny,Under Construction,Motorcycle,Moderate,2,6,Speeding,FALSE,FALSE,TRUE
A08232,10/17/2023 12:53,Manhattan,Snowy,Under Construction,Motorcycle,Moderate,1,0,Speeding,FALSE,FALSE,FALSE
A08233,2/6/2023 19:34,Manhattan,Sunny,Wet,Truck,Minor,2,4,Drunk Driving,FALSE,FALSE,FALSE
A08234,10/14/2023 5:09,Brooklyn,Foggy,Wet,Bus,Moderate,2,2,Drunk Driving,FALSE,TRUE,FALSE
A08235,9/12/2023 13:32,Staten Island,Sunny,Under Construction,Motorcycle,Severe,2,6,Distracted Driving,FALSE,FALSE,FALSE
A08236,1/26/2023 13:47,Queens,Sunny,Dry,Motorcycle,Moderate,2,7,Speeding,FALSE,FALSE,FALSE
A08237,3/2/2023 17:30,Queens,Rainy,Wet,Bus,Minor,1,7,Distracted Driving,FALSE,FALSE,TRUE
A08238,2/6/2023 6:33,Manhattan,Sunny,Wet,Car,Minor,1,1,Drunk Driving,FALSE,FALSE,FALSE
A08239,2/22/2023 7:21,Queens,Sunny,Wet,Car,Severe,2,3,Poor Road Condition,TRUE,FALSE,FALSE
A08240,8/16/2023 7:51,Staten Island,Sunny,Dry,Truck,Moderate,2,7,Poor Road Condition,TRUE,FALSE,FALSE
A08241,1/11/2023 8:54,The Bronx,Foggy,Dry,Motorcycle,Minor,1,2,Drunk Driving,FALSE,TRUE,FALSE
A08242,8/20/2023 18:44,Queens,Rainy,Under Construction,Car,Moderate,1,4,Drunk Driving,FALSE,FALSE,FALSE
A08243,11/9/2023 9:50,The Bronx,Sunny,,Bus,Moderate,1,5,Drunk Driving,FALSE,TRUE,FALSE
A08244,11/13/2023 13:51,Brooklyn,Sunny,Dry,Truck,Severe,1,0,Distracted Driving,FALSE,FALSE,FALSE
A08245,3/19/2023 3:20,Staten Island,Sunny,Under Construction,Motorcycle,Severe,1,8,Speeding,FALSE,FALSE,FALSE
A08246,9/21/2023 18:47,The Bronx,Sunny,Under Construction,Car,Moderate,1,6,Drunk Driving,FALSE,FALSE,FALSE
A08247,7/4/2023 12:51,The Bronx,Sunny,Dry,Motorcycle,Minor,3,1,Poor Road Condition,FALSE,TRUE,FALSE
A08248,10/22/2023 19:43,Manhattan,Snowy,Under Construction,Bus,Moderate,2,9,Distracted Driving,TRUE,FALSE,FALSE
A08249,11/29/2023 6:35,Brooklyn,Sunny,Wet,Car,Moderate,1,8,Distracted Driving,FALSE,FALSE,FALSE
A08250,2/23/2023 18:22,Manhattan,Rainy,Under Construction,,Moderate,2,8,Distracted Driving,FALSE,FALSE,TRUE
A08251,9/15/2023 6:19,Brooklyn,Rainy,Under Construction,Motorcycle,Severe,4,2,Distracted Driving,FALSE,FALSE,TRUE
A08252,9/23/2023 5:28,Brooklyn,Sunny,Under Construction,Truck,Moderate,1,8,Speeding,TRUE,FALSE,FALSE
A08253,11/12/2023 18:12,Manhattan,Sunny,Wet,Motorcycle,Moderate,1,6,Poor Road Condition,FALSE,TRUE,TRUE
A08254,2/10/2023 16:18,The Bronx,Sunny,Dry,Truck,Minor,2,9,Drunk Driving,TRUE,FALSE,FALSE
A08255,11/16/2023 8:28,The Bronx,Sunny,Under Construction,Truck,Minor,1,7,Drunk Driving,FALSE,TRUE,FALSE
A08256,1/3/2023 7:19,Staten Island,Sunny,Dry,Motorcycle,Moderate,2,2,Poor Road Condition,TRUE,FALSE,FALSE
A08257,6/9/2023 20:06,Staten Island,Sunny,Under Construction,Bus,Moderate,1,3,Poor Road Condition,FALSE,FALSE,FALSE
A08258,6/20/2023 3:11,The Bronx,Rainy,Under Construction,Bus,Minor,1,1,Drunk Driving,FALSE,FALSE,FALSE
A08259,11/3/2023 19:39,Staten Island,Sunny,Dry,Motorcycle,Moderate,2,1,Speeding,FALSE,FALSE,FALSE
A08260,7/21/2023 20:56,Queens,Sunny,Under Construction,Truck,Severe,2,4,Speeding,FALSE,FALSE,TRUE
A08261,11/12/2023 20:01,The Bronx,Snowy,Wet,Truck,Minor,2,1,Poor Road Condition,FALSE,FALSE,FALSE
A08262,10/27/2023 20:12,Staten Island,Foggy,Under Construction,Car,Moderate,4,8,Speeding,TRUE,FALSE,FALSE
A08263,5/29/2023 14:52,Manhattan,Sunny,Under Construction,Bus,Minor,1,3,Distracted Driving,FALSE,FALSE,FALSE
A08264,5/16/2023 14:55,Queens,Sunny,Wet,Bus,Moderate,4,6,Distracted Driving,FALSE,FALSE,FALSE
A08265,9/1/2023 6:43,The Bronx,Snowy,Under Construction,Truck,Moderate,2,8,Distracted Driving,TRUE,FALSE,FALSE
A08266,10/6/2023 15:03,Staten Island,Sunny,Under Construction,Truck,Moderate,1,4,Speeding,FALSE,FALSE,FALSE
A08267,1/29/2023 3:13,Brooklyn,Sunny,Under Construction,Motorcycle,Moderate,1,3,Distracted Driving,TRUE,FALSE,FALSE
A08268,3/11/2023 13:46,Queens,Foggy,Dry,Truck,Severe,2,1,Drunk Driving,FALSE,FALSE,TRUE
A08269,5/22/2023 8:28,Staten Island,Sunny,Dry,Truck,Moderate,1,1,Poor Road Condition,FALSE,FALSE,TRUE
A08270,11/28/2023 20:32,Queens,Rainy,Dry,Car,Minor,1,7,Drunk Driving,FALSE,TRUE,FALSE
A08271,9/17/2023 8:44,Manhattan,Foggy,Wet,Bus,Moderate,2,1,Poor Road Condition,FALSE,TRUE,FALSE
A08272,6/7/2023 15:51,The Bronx,Foggy,Wet,Car,Severe,2,6,Distracted Driving,FALSE,FALSE,TRUE
A08273,3/4/2023 12:22,Staten Island,Snowy,Wet,Motorcycle,Minor,1,9,Drunk Driving,FALSE,FALSE,FALSE
A08274,10/27/2023 4:36,Manhattan,Foggy,Under Construction,Truck,Severe,1,6,Drunk Driving,FALSE,FALSE,FALSE
A08275,5/8/2023 2:26,Queens,Rainy,,Motorcycle,Moderate,1,8,Speeding,TRUE,FALSE,FALSE
A08276,12/2/2023 17:49,Staten Island,Rainy,Dry,Bus,Moderate,1,8,Poor Road Condition,TRUE,FALSE,FALSE
A08277,1/19/2023 23:08,Brooklyn,Sunny,Under Construction,Car,Minor,1,6,Speeding,FALSE,FALSE,FALSE
A08278,10/2/2023 3:28,The Bronx,Foggy,Dry,Bus,Minor,2,0,Drunk Driving,FALSE,FALSE,FALSE
A08279,10/29/2023 22:01,Brooklyn,Snowy,Dry,,Moderate,2,3,Poor Road Condition,FALSE,FALSE,FALSE
A08280,7/4/2023 8:33,Brooklyn,Snowy,Dry,Motorcycle,Minor,4,1,Poor Road Condition,FALSE,FALSE,FALSE
A08281,4/25/2023 2:10,The Bronx,Sunny,Wet,Car,Moderate,1,4,Distracted Driving,FALSE,FALSE,FALSE
A08282,2/19/2023 15:34,Queens,Sunny,Under Construction,Motorcycle,Severe,1,8,Drunk Driving,FALSE,FALSE,FALSE
A08283,6/16/2023 2:02,Queens,Sunny,Dry,Bus,Severe,1,1,Speeding,FALSE,FALSE,FALSE
A08284,9/25/2023 5:51,Brooklyn,Sunny,Wet,,Moderate,2,3,Poor Road Condition,TRUE,FALSE,FALSE
A08285,2/22/2023 19:31,Manhattan,Foggy,Wet,Truck,Moderate,1,5,Speeding,FALSE,FALSE,FALSE
A08286,4/1/2023 6:27,The Bronx,Sunny,Under Construction,Truck,Moderate,2,7,Speeding,TRUE,FALSE,FALSE
A08287,4/22/2023 16:00,Manhattan,Foggy,Dry,Motorcycle,Severe,2,0,Poor Road Condition,FALSE,TRUE,FALSE
A08288,10/3/2023 7:16,Brooklyn,Foggy,Wet,Motorcycle,Moderate,1,0,Poor Road Condition,FALSE,TRUE,FALSE
A08289,6/17/2023 22:48,Staten Island,Snowy,Dry,Motorcycle,Moderate,2,3,Poor Road Condition,FALSE,FALSE,FALSE
A08290,8/27/2023 12:02,Queens,Sunny,,Truck,Severe,4,8,Distracted Driving,FALSE,FALSE,TRUE
A08291,3/2/2023 9:31,Queens,Sunny,Wet,Car,Moderate,4,0,Poor Road Condition,FALSE,TRUE,FALSE
A08292,1/1/2023 12:36,The Bronx,Foggy,,Motorcycle,Moderate,2,6,Poor Road Condition,FALSE,FALSE,FALSE
A08293,3/14/2023 0:43,Staten Island,Rainy,Wet,Car,Moderate,1,0,Drunk Driving,FALSE,FALSE,TRUE
A08294,9/23/2023 23:05,Queens,Rainy,Wet,Truck,Moderate,1,3,Distracted Driving,FALSE,TRUE,FALSE
A08295,7/16/2023 3:02,Brooklyn,Sunny,Dry,Bus,Severe,1,3,Distracted Driving,FALSE,FALSE,FALSE
